ID,Employee_index,Customer's_gender,Age,New_customer_Index,Customer_seniority,Class,Customer_type,Customer_relation_type,Residence_index,Foreigner_index,Deceased_index,Addres_type,Activity_index,Gross_income,segmentation,Distance,Price,quantity_to_binary,udc_id
7798202,N,H,23,0,13,1,1,I,S,N,N,1,0,100781.7,03 - UNIVERSITARIO,100,100,1,8450003
3770820,N,V,40,0,119,1,1,I,S,S,N,1,0,140288.16,02 - PARTICULARES,58,114,1,3311083332
12430841,N,V,28,0,46,1,1,I,S,N,N,1,0,170490.81,03 - UNIVERSITARIO,39,138,1,536285938
6955122,N,H,75,0,179,1,1,A,S,N,N,1,1,422928.12,02 - PARTICULARES,92,51,1,2703186025
2147602,N,V,38,0,151,1,1,I,S,N,N,1,0,64417.44,02 - PARTICULARES,1,51,1,254920187
4279415,N,H,20,0,24,1,1,A,S,N,N,1,1,88335,03 - UNIVERSITARIO,97,2,1,3686658062
11271601,N,V,48,0,175,1,1,A,S,N,N,1,1,85038.75,02 - PARTICULARES,85,191,1,1951592054
5817015,N,V,53,0,167,1,1,A,S,N,N,1,1,70128.36,02 - PARTICULARES,9,171,1,3165652731
10567574,N,V,25,0,41,1,1,I,S,N,N,1,0,199213.29,03 - UNIVERSITARIO,43,73,1,441929420
2440827,N,V,21,0,33,1,1,I,S,N,N,1,0,166471.02,03 - UNIVERSITARIO,33,65,1,2552250237
3308661,N,H,19,0,11,1,1,A,S,N,N,1,1,49886.7,03 - UNIVERSITARIO,95,192,1,2556138857
8083951,N,V,30,0,47,1,1,A,S,N,N,1,1,75345.54,02 - PARTICULARES,63,178,1,995592065
11254226,N,V,42,0,152,1,1,A,S,N,N,1,1,58636.98,02 - PARTICULARES,26,61,1,502607066
2276999,N,H,23,0,10,1,1,A,S,N,N,1,1,157665.42,03 - UNIVERSITARIO,56,72,0,1001200171
8161831,N,V,22,0,39,1,1,A,S,N,N,1,1,49126.53,03 - UNIVERSITARIO,13,92,1,986315945
4887863,N,V,54,0,95,1,1,I,S,N,N,1,0,45320.37,02 - PARTICULARES,91,113,1,3188605382
780908,N,H,19,0,95,1,1,A,S,N,N,1,1,144140.97,02 - PARTICULARES,46,43,1,4145869781
212060,N,V,68,0,9,1,1,A,S,N,N,1,1,73285.2,02 - PARTICULARES,35,147,1,3362290318
4542086,N,V,21,0,22,1,1,I,S,N,N,1,0,178744.86,03 - UNIVERSITARIO,46,75,1,1406333250
12049826,N,V,62,0,120,1,1,I,S,N,N,1,0,31629.09,02 - PARTICULARES,55,131,1,2171859330
11104561,N,H,57,0,190,1,1,A,S,N,N,1,1,187773.81,02 - PARTICULARES,8,176,1,940440784
4475762,N,H,23,0,13,1,1,I,S,S,N,1,0,50936.16,03 - UNIVERSITARIO,94,177,1,2780715927
13170410,N,V,51,0,169,1,1,I,S,N,N,1,0,40824.75,02 - PARTICULARES,13,26,1,2636344362
2543553,N,V,28,0,36,1,1,A,S,N,N,1,1,28303.29,03 - UNIVERSITARIO,45,63,1,106173481
3680116,N,H,90,0,84,1,1,A,S,N,S,1,1,199828.26,01 - TOP,87,139,1,3489988333
4143635,N,V,38,0,156,1,1,A,S,N,N,1,1,159917.01,02 - PARTICULARES,45,22,1,2198046641
4228873,N,V,80,0,164,1,1,I,S,N,N,1,0,159723.06,02 - PARTICULARES,39,199,1,808546139
5422397,N,V,41,0,68,1,1,I,S,N,N,1,0,90824.04,02 - PARTICULARES,71,197,1,3808895359
8437944,N,H,33,0,35,1,1,A,S,S,N,1,1,47657.79,02 - PARTICULARES,60,6,1,846337474
5222023,N,V,22,0,25,1,1,I,S,N,N,1,0,141448.05,03 - UNIVERSITARIO,84,57,1,940668154
4960611,N,H,43,0,12,1,1,A,S,N,N,1,1,74048.07,02 - PARTICULARES,12,184,1,3061966278
1994170,N,H,56,0,79,1,1,A,S,N,N,1,1,143364.33,02 - PARTICULARES,81,83,1,3475245703
5216254,N,V,22,0,25,1,1,I,S,N,N,1,1,79530.12,03 - UNIVERSITARIO,72,194,1,2106608848
7741660,N,H,21,0,29,1,1,A,S,N,N,1,1,81332.67,03 - UNIVERSITARIO,45,106,1,3195591338
8036791,N,V,39,0,31,1,1,I,S,N,N,1,0,21714.3,02 - PARTICULARES,7,19,1,3654147507
9857774,N,H,23,0,53,1,1,I,S,N,N,1,0,96485.13,03 - UNIVERSITARIO,1,111,1,3372310636
10266630,N,H,44,0,165,1,1,A,S,N,N,1,0,82450.53,02 - PARTICULARES,75,99,1,3273638334
3879651,N,H,59,0,125,1,1,A,S,N,N,1,1,442666.98,02 - PARTICULARES,40,14,1,2510442996
5744400,N,V,25,0,163,1,1,A,S,N,N,1,1,123430.68,03 - UNIVERSITARIO,83,172,1,4173745847
3459034,N,H,22,0,21,1,1,I,S,N,N,1,0,82099.62,03 - UNIVERSITARIO,4,60,1,661081494
2771610,N,V,30,0,25,1,1,I,S,N,N,1,0,105400.38,03 - UNIVERSITARIO,5,74,1,788840659
2592522,N,H,43,0,46,1,1,A,S,N,N,1,1,167377.65,02 - PARTICULARES,16,85,1,3149649023
7138067,N,H,45,0,132,1,1,A,S,N,N,1,1,98381.97,02 - PARTICULARES,43,19,1,1092070958
1842697,N,H,41,0,30,1,1,A,S,N,N,1,1,114199.05,02 - PARTICULARES,9,49,1,1625251697
3790749,N,V,32,0,113,1,1,I,S,N,N,1,0,57341.73,02 - PARTICULARES,38,129,1,231922321
8978028,N,V,20,0,14,1,1,A,S,N,N,1,1,104910.84,02 - PARTICULARES,95,175,1,1135737444
1076156,N,H,70,0,13,1,1,A,S,N,N,1,1,115703.58,02 - PARTICULARES,81,77,1,487054015
5605988,N,H,36,0,114,1,1,I,S,N,N,1,0,84329.55,02 - PARTICULARES,3,143,1,3775245173
714118,N,V,66,0,81,1,1,A,S,N,N,1,1,63495.96,02 - PARTICULARES,23,152,1,144655735
5624623,N,V,46,0,71,1,1,I,S,N,N,1,1,73056.15,02 - PARTICULARES,23,126,1,1824840548
10535164,N,H,88,0,181,1,1,I,S,N,N,1,0,100911.9,02 - PARTICULARES,38,35,1,856530197
12076967,N,H,57,0,226,1,1,A,S,N,N,1,1,189727.83,01 - TOP,53,37,1,4178296998
5332867,N,V,83,0,65,1,1,A,S,N,N,1,1,180576.03,01 - TOP,94,132,1,2162453337
1737631,N,H,23,0,46,1,1,I,S,N,N,1,0,193330.68,03 - UNIVERSITARIO,1,105,1,4143302660
8720650,N,H,70,0,112,1,1,I,S,N,N,1,0,144930.93,02 - PARTICULARES,68,83,1,768101312
6238255,N,V,27,1,3,1,1,I,S,N,N,1,0,56036.46,02 - PARTICULARES,4,74,1,3628430283
1138745,N,V,23,0,49,1,1,I,S,N,N,1,0,73414.23,03 - UNIVERSITARIO,35,4,1,4008504671
184479,N,H,85,0,15,1,1,A,S,N,N,1,1,107807.91,02 - PARTICULARES,5,152,1,2620967743
8591533,N,H,52,0,217,1,1,A,S,N,N,1,1,121684.29,02 - PARTICULARES,37,115,1,2808397404
12375491,N,H,27,0,55,1,1,I,S,N,N,1,0,84959.1,03 - UNIVERSITARIO,78,178,1,300190113
1621079,N,H,21,0,25,1,1,I,S,N,N,1,0,102482.04,03 - UNIVERSITARIO,42,118,1,1584787839
7087070,N,H,47,0,60,1,1,I,S,N,N,1,0,214814.07,02 - PARTICULARES,10,26,1,551872515
13041540,N,V,57,0,213,1,1,I,S,N,N,1,0,83551.95,02 - PARTICULARES,25,168,1,3767702447
9482281,N,H,39,0,27,1,1,I,S,N,N,1,0,663929.13,02 - PARTICULARES,10,189,1,1551011402
1970901,N,H,52,0,87,1,1,A,S,N,N,1,1,144980.22,02 - PARTICULARES,97,107,1,1214544979
6033427,N,V,26,0,39,1,1,A,S,N,N,1,1,49362.78,03 - UNIVERSITARIO,21,135,1,3813375078
5877429,N,V,27,0,14,1,1,A,S,N,N,1,1,114292.74,03 - UNIVERSITARIO,95,101,1,4081858207
11257139,N,V,40,0,153,1,1,I,S,N,N,1,0,97348.77,02 - PARTICULARES,22,13,1,2573190989
671262,N,V,40,0,138,1,1,A,S,N,N,1,1,99897.15,02 - PARTICULARES,94,88,1,1954411114
4937479,N,H,20,0,12,1,1,A,S,N,N,1,1,44186.76,03 - UNIVERSITARIO,29,55,1,78971255
368511,N,V,48,0,153,1,1,A,S,N,N,1,1,273387.54,02 - PARTICULARES,44,182,1,1480659499
1078721,N,H,25,0,11,1,1,I,S,N,N,1,0,57260.37,03 - UNIVERSITARIO,20,82,1,594419161
7204373,N,V,38,0,112,1,1,I,S,N,N,1,0,49729.89,02 - PARTICULARES,95,20,1,1102705126
13098155,N,V,44,0,149,1,1,A,S,N,N,1,1,71645.28,02 - PARTICULARES,94,131,1,1965281489
8278590,N,V,24,0,51,1,1,I,S,N,N,1,0,145792.86,03 - UNIVERSITARIO,12,96,1,2720646879
6216739,N,V,34,1,5,1,1,A,S,N,N,1,1,92964.45,01 - TOP,67,133,1,1768558141
12423459,N,H,28,0,57,1,1,I,S,N,N,1,0,83834.1,03 - UNIVERSITARIO,58,59,1,2471154885
1525082,N,V,49,0,152,1,1,A,S,N,N,1,1,29040.84,02 - PARTICULARES,65,169,1,1749725301
13247606,N,V,33,0,21,1,1,A,S,N,N,1,1,92082.48,02 - PARTICULARES,92,22,1,2163645806
4697178,N,V,45,0,44,1,1,I,S,N,N,1,0,59709.57,02 - PARTICULARES,88,200,1,4059956983
6259811,N,V,21,0,10,1,1,A,S,N,N,1,0,110036.88,02 - PARTICULARES,22,122,1,3058865603
12903198,N,V,38,0,92,1,1,A,S,S,N,1,1,166341.48,02 - PARTICULARES,91,118,1,3487532511
8670831,N,V,57,0,196,1,1,A,S,N,N,1,1,96733.8,02 - PARTICULARES,76,68,1,2419063722
4065280,N,V,49,0,190,1,1,A,S,N,N,1,1,250648.98,02 - PARTICULARES,9,165,1,1449366928
1750231,N,H,27,0,37,1,1,I,S,N,N,1,0,69224.91,03 - UNIVERSITARIO,56,97,1,2794051590
294956,N,V,20,0,22,1,1,A,S,N,N,1,1,105353.37,03 - UNIVERSITARIO,96,33,1,2990773347
12466574,N,V,24,0,54,1,1,I,S,N,N,1,0,142499.31,03 - UNIVERSITARIO,73,122,1,3062889737
5603735,N,V,39,0,109,1,1,A,S,N,N,1,1,55173.21,02 - PARTICULARES,96,171,1,592787634
13527086,N,H,28,0,47,1,1,I,S,N,N,1,0,88437.42,03 - UNIVERSITARIO,99,115,1,423368676
9537232,N,V,45,0,78,1,1,A,S,S,N,1,1,106577.4,02 - PARTICULARES,3,40,1,2065237335
603347,N,V,64,0,116,1,1,A,S,N,N,1,1,113369.07,02 - PARTICULARES,14,75,1,3947412999
287829,N,V,32,0,17,1,1,A,S,N,N,1,1,360717,03 - UNIVERSITARIO,47,114,1,1719634920
103774,N,V,7,0,63,1,1,I,S,N,N,1,0,101745.12,02 - PARTICULARES,2,176,1,434580926
3131152,N,V,42,0,37,1,1,A,S,N,N,1,1,160632.42,02 - PARTICULARES,6,103,1,2240818847
783317,N,H,46,0,96,1,1,A,S,N,N,1,1,146898.99,02 - PARTICULARES,73,27,1,3032870658
12465972,N,H,24,0,54,1,1,I,S,N,N,1,0,59435.25,03 - UNIVERSITARIO,85,90,1,4018365820
8419663,N,H,21,0,30,1,1,A,S,N,N,1,1,314436.96,03 - UNIVERSITARIO,60,48,1,3522937537
4437789,N,H,21,0,11,1,1,I,S,N,N,1,0,61900.74,03 - UNIVERSITARIO,87,198,1,1842613984
12959889,N,V,47,0,194,1,1,I,S,N,N,1,1,279869.19,02 - PARTICULARES,53,189,1,631037555
3365890,N,V,20,0,10,1,1,I,S,N,N,1,0,222290.1,03 - UNIVERSITARIO,85,72,1,2138216289
9587553,N,V,54,0,64,1,1,I,S,N,N,1,0,65646.87,02 - PARTICULARES,6,85,1,2505121108
10910298,N,V,39,0,9,1,1,A,S,N,N,1,1,186913.26,01 - TOP,64,78,1,33100182
213973,N,H,19,0,9,1,1,A,S,N,N,1,1,64962.81,03 - UNIVERSITARIO,54,60,1,1239417300
9538524,N,H,58,0,97,1,1,I,S,N,N,1,0,360140.07,02 - PARTICULARES,44,150,0,1223899379
5510333,N,V,42,0,152,1,1,A,S,N,N,1,1,106512.12,02 - PARTICULARES,71,45,1,1044552079
4023044,N,V,46,0,195,1,1,I,S,N,N,1,0,113970.48,02 - PARTICULARES,21,86,1,4225783771
2232432,N,V,68,0,18,1,1,A,S,S,N,1,1,39729.27,02 - PARTICULARES,8,70,1,859713606
5375473,N,V,44,0,164,1,1,A,S,N,N,1,1,142258.77,02 - PARTICULARES,15,198,1,1057040206
2652767,N,H,24,0,46,1,1,I,S,N,N,1,0,73753.08,03 - UNIVERSITARIO,49,87,1,113556943
7613592,N,H,44,0,204,1,1,I,S,N,N,1,0,826110.3,02 - PARTICULARES,66,22,1,933975447
7112624,N,V,73,0,122,1,1,I,S,N,N,1,0,69089.16,02 - PARTICULARES,79,167,1,827965252
308687,N,H,32,0,22,1,1,A,S,N,N,1,1,43701.39,03 - UNIVERSITARIO,87,166,1,980135252
3099082,N,H,47,0,139,1,1,A,S,N,N,1,1,53453.16,02 - PARTICULARES,63,136,1,3456605894
2748840,N,V,23,0,10,1,1,I,S,N,N,1,0,61402.62,03 - UNIVERSITARIO,66,133,1,877937711
6940541,N,H,49,0,183,1,1,A,S,N,N,1,1,141780.36,02 - PARTICULARES,52,149,1,703490827
3424188,N,V,56,0,16,1,1,A,S,N,N,1,1,448467.15,02 - PARTICULARES,86,5,1,2972580585
12697579,N,V,20,0,22,1,1,I,S,N,N,1,0,135495.81,03 - UNIVERSITARIO,67,180,1,3677401740
7409184,N,H,52,0,123,1,1,A,S,N,N,1,1,175994.19,02 - PARTICULARES,81,145,1,702406889
3350800,N,V,26,0,8,1,1,A,S,N,N,1,1,122154.09,02 - PARTICULARES,91,14,1,536174367
4883407,N,V,45,0,95,1,1,I,S,S,N,1,0,45780.93,02 - PARTICULARES,70,129,1,3995207767
6132073,N,V,57,0,27,1,1,A,S,N,N,1,1,113857.08,02 - PARTICULARES,99,6,1,4229453673
